Name,uesp_url,occupation,morality,description,n_lines,canonical_lines,kb_found
Rissing,https://en.uesp.net/wiki/Skyrim:Rissing,Bandit,No Crime,"Rissing, a Nord bandit, is one of the hunters who shows up in Bloated Man's Grotto hunting Sinding.",2,Hircine chose you to lead the Great Hunt. So lead. | What the... we've been betrayed! Look out!,TRUE
Torkild the Fearsome,https://en.uesp.net/wiki/Skyrim:Torkild_the_Fearsome,Bandit,No Crime,"Torkild the Fearsome, a Nord bandit, is one of the hunters who shows up in Bloated Man's Grotto to hunt Sinding.",0,,TRUE
Tsrasuna,https://en.uesp.net/wiki/Skyrim:Tsrasuna,Bandit,No Crime,"Tsrasuna, a Khajiit bandit, is one of the hunters who shows up in Bloated Man's Grotto hunting Sinding.",0,,TRUE
Yar gro-Gatuk,https://en.uesp.net/wiki/Skyrim:Yar_gro-Gatuk,Bandit,No Crime,Yar gro-Gatuk is an Orc bandit. He is one of the hunters who appear in Bloated Man's Grotto hunting Sinding.,0,,TRUE
Esmond Tyne,https://en.uesp.net/wiki/Skyrim:Esmond_Tyne,Bandit,No Crime,"Esmond Tyne, a Breton bandit, was a thief who stole a formula for improved bonemold armor from Glover Mallory. His corpse can be found near the entrance of Castle Karstaag Caverns, presumably killed by the rieklings there.",0,,TRUE
Alvide,https://en.uesp.net/wiki/Skyrim:Alvide,Dremora Class,No Crime,Alvide is a Nord camped out in Dayspring Canyon. She came to Fort Dawnguard for protection from the vampires but the Dawnguard won't let her in.,4,"At least Barknar and I are here together. | I hope we can go home soon. I don't like it here. | What if the vampires come here, after the Dawnguard? We'll be stuck right in the middle. | Barknar insisted we come here, said we'd be safe. He also said we'd be inside the walls.",TRUE
Jayri,https://en.uesp.net/wiki/Skyrim:Jayri,Dremora Class,No Crime,"Jayri is a Redguard camped out in Dayspring Canyon. She came to Fort Dawnguard for protection from the vampires, but the Dawnguard won't let her in.",4,"I worry it'll never be safe to go home. | It's not safe out there. Horrible creatures attacking towns in the night... If they won't let me in, at least I can stay here. | Look at the size of that fort. They must have room for a few more in there. | If the Dawnguard can't stop these vampires, who can?",TRUE
Ollrod,https://en.uesp.net/wiki/Skyrim:Ollrod,Bandit,Any Crime,Ollrod is a Nord member of the Dawnguard outside of Fort Dawnguard. He patrols around the gate that leads into the main area of Dayspring Canyon.,6,"I don't think the vampires would be stupid enough to attack us here, but you never know. | I'm glad we're finally taking the fight to those monsters. | I hope the vampires try to attack us here. A lot easier than hunting them down in their holes. | Got to keep alert. We don't want to get caught napping like the Vigilants did. | Isran knows how to fight those monsters. He's been preparing for this day for a long time. | Now that the Dawnguard are back, the vampires' reign of terror is about to end.",TRUE
Sern,https://en.uesp.net/wiki/Skyrim:Sern,Dremora Class,No Crime,"Sern is an elderly man who will show up in Dayspring Canyon during the quest Beyond Death. He came to Fort Dawnguard for protection from vampires, but the Dawnguard won't let him or the other refugees inside.",4,"I won't beg for protection, but I'm not even sure that would work with this Isran. | How hard would it be to feed a few extra mouths? I'm sure they can manage, and not leave us sitting out here like cattle. | Thought I'd come here to be safe. Now they won't so much as let us in. | Aren't the Dawnguard here to help, to make it safe for us? Can't see why they wouldn't let us in.",TRUE
Tilde,https://en.uesp.net/wiki/Skyrim:Tilde,Bandit,Any Crime,Tilde is a Nord member of the Dawnguard who patrols Dayspring Canyon outside of Fort Dawnguard.,6,"I don't think the vampires would be stupid enough to attack us here, but you never know. | I'm glad we're finally taking the fight to those monsters. | I hope the vampires try to attack us here. A lot easier than hunting them down in their holes. | Got to keep alert. We don't want to get caught napping like the Vigilants did. | Isran knows how to fight those monsters. He's been preparing for this day for a long time. | Now that the Dawnguard are back, the vampires' reign of terror is about to end.",TRUE
Vori,https://en.uesp.net/wiki/Skyrim:Vori,Bandit,Any Crime,Vori is a Nord member of the Dawnguard. She turns up in Dayspring Canyon at the beginning of the quest Bloodline.,6,"I don't think the vampires would be stupid enough to attack us here, but you never know. | I'm glad we're finally taking the fight to those monsters. | I hope the vampires try to attack us here. A lot easier than hunting them down in their holes. | Got to keep alert. We don't want to get caught napping like the Vigilants did. | Isran knows how to fight those monsters. He's been preparing for this day for a long time. | Now that the Dawnguard are back, the vampires' reign of terror is about to end.",TRUE
Ulyn,https://en.uesp.net/wiki/Skyrim:Ulyn,Bandit Wizard,No Crime,Ulyn is a dead Dark Elf bandit wizard who can be found in Fahlbtharz.,0,,TRUE
Arch-Curate Vyrthur,https://en.uesp.net/wiki/Skyrim:Arch-Curate_Vyrthur,Vyrthur,No Crime,Arch-Curate Vyrthur is a Snow Elf vampire located in the Forgotten Vale. He is the brother of Knight-Paladin Gelebor and the only other uncorrupted Snow Elf.,6,"Did you really come here expecting to claim Auriel's Bow? You've done exactly as I predicted and brought your fetching companion to me. Which, I'm sorry to say, means your usefulness is at an end! | Child, my life ended long before you were born! | No... I won't let you ruin centuries of preparations... | How dare you. I was the Arch-Curate of Auri-El, girl. I had the ears of a god! | Gelebor and his kind are easily manipulated fools. Look into my eyes, Serana. You tell me what I am. | The moment I was infected by one of my own Initiates, Auri-El turned his back on me. I swore I'd have my revenge, no matter what the cost.",TRUE
Prelate Athring,https://en.uesp.net/wiki/Skyrim:Prelate_Athring,Dremora Class,No Crime,Prelate Athring is a Snow Elf ghost who can be found next to the Wayshrine of Sight in the Forgotten Vale.,3,"Then behold Auri-El's gift, my child. May it speed your journey to the Inner Sanctum. | Welcome, Initiate. This is the Wayshrine of Sight. Are you prepared to honor the mantras of Auri-El and fill your vessel with His enlightenment? | May Auri-El's light guide you in your darkest hours.",TRUE
Prelate Celegriath,https://en.uesp.net/wiki/Skyrim:Prelate_Celegriath,Dremora Class,No Crime,Prelate Celegriath is the ghost of an ancient Snow Elf. He can be found next to the Wayshrine of Learning in the Forgotten Vale.,3,"You've reached the Wayshrine of Learning, Initiate. Are you prepared to honor the mantras of Auri-El and fill your vessel with His enlightenment? | Auri-El bless you, child. For you are a step closer to the Inner Sanctum and everlasting wisdom. | May Auri-El's warmth imbue your body with strength.",TRUE
Prelate Edhelbor,https://en.uesp.net/wiki/Skyrim:Prelate_Edhelbor,Dremora Class,No Crime,Prelate Edhelbor can be found next to the Wayshrine of Radiance in the Forgotten Vale.,3,"You've found the Wayshrine of Radiance, Initiate. Are you prepared to honor the mantras of Auri-El and fill your vessel with His enlightenment? | May the blessings of Auri-El protect you as you climb the road to the Inner Sanctum and final enlightenment. | May Auri-El's radiance fill your heart with joy.",TRUE
Prelate Nirilor,https://en.uesp.net/wiki/Skyrim:Prelate_Nirilor,Dremora Class,No Crime,Prelate Nirilor is the ghost of an ancient Snow Elf who can be found next to the Wayshrine of Resolution in the Forgotten Vale.,3,"You've arrived at the Wayshrine of Resolution. Are you prepared to honor the mantras of Auri-El and fill your vessel with His enlightenment? | Then go forth, child. May the enrichment of Auri-El strengthen your resolve as you undertake your journey to the Inner Sanctum. | May Auri-El's glow shield you from your enemy.",TRUE
Prelate Sidanyis,https://en.uesp.net/wiki/Skyrim:Prelate_Sidanyis,Dremora Class,No Crime,Prelate Sidanyis can be found next to the Wayshrine of Illumination in the Forgotten Vale.,3,"Then behold Auri-El's gift, my child. May it light your path as you seek tranquility within the Inner Sanctum. | Welcome, Initiate. This is the Wayshrine of Illumination. Are you prepared to honor the mantras of Auri-El and fill your vessel with His enlightenment? | May Auri-El's brilliance illuminate your path.",TRUE
Akar,https://en.uesp.net/wiki/Skyrim:Akar,Werewolf,No Crime,"Akar is a Nord werewolf living under Frostmoon Crag. He is a member of the Frostmoon Pack and brother to Majni, the pack leader.",2,Akar. Majni's brother. I hunt. He talks. Go talk to him. | Deer. Sabers. Rieks. Boar. Bear. I hunt soon. Go bother Majni.,TRUE
Hjordis,https://en.uesp.net/wiki/Skyrim:Hjordis,Werewolf,No Crime,Hjordis is a Nord werewolf living under Frostmoon Crag. She came to stay with the Frostmoon pack after her former pack was wiped out by werebears in the northeast.,3,"I don't trust you, whelp. Keep that in mind. | Get out of here. | Goodbye, whelp.",TRUE
Majni,https://en.uesp.net/wiki/Skyrim:Majni,Werewolf,No Crime,Majni is a Nord werewolf living under Frostmoon Crag. He is the leader of the Frostmoon Pack and Akar's brother.,6,"Welcome, sister/brother. It's been too long since we met another who shares our blood. I am Majni, Alpha of the Frostmoon Pack. You are welcome here, so long as you respect our law. | You have no business with our pack. Begone. | You might find a few others. Strays. Lone hunters. But ours is the last true pack that remains. | Here, take a look. | Well met, sister/brother. | Greetings, blood-kin.",TRUE
Rakel,https://en.uesp.net/wiki/Skyrim:Rakel,Werewolf,No Crime,Rakel is a Nord werewolf living under Frostmoon Crag. She is a member of the Frostmoon Pack.,6,"...Wait. You... you're one of us, aren't you? A werewolf? Then perhaps you do have business here... Forgive me. I'm Rakel, of the Frostmoon Pack. Welcome, brother/sister. | Why? Have you seen how they live? They cower behind their walls, afraid of every ash hopper, every netch! No, I'd rather be here. Free to hunt, free to live my life as I choose. | Hold, traveler. You have no business here. | We mean you no harm, but... be on your way. | Hircine go with you. | Good hunting.",TRUE
Saden,https://en.uesp.net/wiki/Skyrim:Saden,Bandit Wizard,No Crime,"Saden is a Dark Elf bandit wizard who can be found dead at Horker Island. Near him is the unique mace, Horksbane.",0,,TRUE
Bjornolfr,https://en.uesp.net/wiki/Skyrim:Bjornolfr,Farmer,No Crime,"Bjornolfr is a dead Nord farmer found in a hidden Dwemer room at the back of Hrodulf's house. When entering the house, you may hear some reavers laughing about a letter which Bjornolfr wrote to Hrodulf before his death.",0,,TRUE
Raleth Eldri,https://en.uesp.net/wiki/Skyrim:Raleth_Eldri,Conjurer,Any Crime,Raleth Eldri is a dead Dark Elf conjurer found in a tent outside of Kagrumez. His notes can be found within the ruins.,0,,TRUE
Captain Avidius,https://en.uesp.net/wiki/Skyrim:Captain_Avidius,Penitus Oculatus,No Crime,Captain Avidius is a Redguard Penitus Oculatus who is found on The Katariah during the quest Hail Sithis!. He wears clothes with a pair of boots and is armed with an Imperial sword.,0,,TRUE
Lieutenant Salvarus,https://en.uesp.net/wiki/Skyrim:Lieutenant_Salvarus,Penitus Oculatus,No Crime,Lieutenant Salvarus is an Imperial from Cyrodiil and a ranking Penitus Oculatus member onboard the Emperor's personal ship The Katariah. He carries a Katariah Master Key that will be useful during the related quest.,0,,TRUE
